SITC4code,SITC4part,CPC2code,CPC2part
721.91,0,44191,0
721.95,1,44193,0
721.95,1,44194,0
721.96,1,44192,0
721.96,1,44198,0
721.98,0,44199,1
721.99,0,44199,1
722.3,0,44142,0
722.41,0,44141,0
722.49,0,44149,0
723.11,0,44421,0
723.12,0,44422,0
723.21,0,44425,0
723.22,0,44426,0
723.29,0,44427,1
723.31,0,44423,0
723.33,0,44424,0
723.35,0,44412,1
723.37,0,44412,1
723.39,0,44427,1
723.41,0,44430,1
723.42,0,44430,1
723.43,0,44412,1
723.44,0,44412,1
723.45,0,44430,1
723.47,0,44430,1
723.48,0,44430,1
723.91,0,43580,0
723.92,0,44429,0
723.93,0,44461,1
723.99,0,44461,1
724.33,0,44814,0
724.35,0,44621,0
724.39,0,44640,1
724.41,0,44611,1
724.42,0,44611,1
724.43,0,44611,1
724.49,0,44640,1
724.51,0,44612,0
724.52,0,44613,1
724.53,0,44613,1
724.54,0,44611,1
724.55,0,44629,1
724.61,0,44614,0
724.67,0,44640,1
724.68,0,44640,1
724.71,0,44622,1
724.72,0,44622,1
724.73,0,44622,1
724.74,0,44629,1
724.81,0,44630,1
724.83,0,44630,1
724.85,0,44630,1
724.88,0,44640,1
724.91,0,44640,1
724.92,0,44640,1
725.11,0,44913,1
725.12,0,44913,1
725.21,0,44913,1
725.23,0,44913,1
725.25,0,44913,1
725.27,0,44913,1
725.29,0,44913,1
725.91,0,44921,1
725.99,0,44921,1
726.31,0,44914,1
726.35,0,32800,0
726.51,0,44914,1
726.55,0,45150,0
726.59,0,44914,1
726.61,0,44914,1
726.63,0,44914,1
726.65,0,44914,1
726.69,1,44629,1
726.69,1,44914,1
726.81,0,44914,1
726.89,0,44922,1
726.91,0,44922,1
726.99,0,44922,1
727.11,0,44513,0
727.19,0,44522,1
727.21,0,44516,1
727.22,0,44516,1
727.29,0,44522,1
728.11,0,44221,0
728.12,0,44222,1
728.19,0,44252,0
728.21,0,44918,1
728.22,0,44918,1
728.29,0,44923,0
728.31,0,44440,1
728.32,0,44440,1
728.33,0,44440,1
728.34,0,44440,1
728.39,0,44462,0
728.41,0,44919,1
728.42,0,44915,0
728.43,0,44517,0
728.44,0,44222,1
728.46,0,44919,1
728.47,0,44919,1
728.49,0,44919,1
728.51,0,44929,1
728.52,0,44929,1
728.53,0,44523,0
728.55,0,44929,1
731.11,0,44211,1
731.12,0,44211,1
731.13,0,44211,1
731.14,0,44211,1
731.21,0,44212,1
731.22,0,44212,1
731.23,0,44212,1
731.31,0,44213,1
731.35,0,44213,1
731.37,0,44213,1
731.39,0,44213,1
731.41,0,44214,1
731.42,0,44214,1
731.43,0,44214,1
731.44,0,44214,1
731.45,0,44214,1
731.46,0,44214,1
731.51,0,44214,1
731.52,0,44214,1
731.53,0,44214,1
731.54,0,44214,1
731.57,0,44215,0
731.61,0,44216,1
731.62,0,44216,1
731.63,0,44216,1
731.64,0,44216,1
731.65,0,44216,1
731.66,0,44216,1
731.67,0,44216,1
731.69,0,44216,1
731.71,0,44216,1
731.73,0,44216,1
731.75,0,44216,1
731.77,0,44216,1
731.79,0,44216,1
733.11,0,44217,1
733.12,0,44217,1
733.13,0,44217,1
733.14,0,44217,1
733.15,0,44217,1
733.16,0,44217,1
733.17,0,44217,1
733.18,0,44217,1
733.91,0,44218,1
733.93,0,44218,1
733.95,0,44218,1
733.99,0,44218,1
735.11,0,44251,1
735.13,0,44251,1
735.15,0,44251,1
735.91,0,44251,1
735.95,0,44251,1
737.11,0,44310,1
737.12,0,44310,1
737.19,0,44320,1
737.21,0,44310,1
737.29,0,44320,1
737.31,0,44241,1
737.32,0,44241,1
737.33,0,44241,1
737.34,0,44241,1
737.35,0,44241,1
737.36,0,44241,1
737.37,0,44241,1
737.39,0,44255,0
737.41,0,44242,1
737.42,0,44242,1
737.43,0,44242,1
737.49,0,44256,0
741.21,0,43410,1
741.23,0,43410,1
741.25,0,43410,1
741.28,0,43430,1
741.31,0,43420,1
741.32,0,43420,1
741.33,0,43420,1
741.34,0,43420,1
741.35,0,43430,1
741.36,0,43420,1
741.37,0,44515,1
741.38,0,43420,1
741.39,0,43430,1
741.43,0,43913,1
741.45,0,43913,1
741.49,0,43941,1
741.51,0,43912,1
741.55,0,43912,1
741.59,0,43941,1
741.71,0,43911,1
741.72,0,43941,1
741.73,0,43911,1
741.74,0,43911,1
741.75,0,43911,1
741.81,0,44826,1
741.82,0,44826,1
741.83,0,48140,0
741.84,0,44518,0
741.85,0,44912,1
741.86,0,44912,1
741.87,0,44515,1
741.89,0,43932,0
741.9,0,43941,1
742.11,0,43220,1
742.19,0,43220,1
742.2,0,43220,1
742.3,0,43220,1
742.4,0,43220,1
742.5,0,43220,1
742.6,0,43220,1
742.71,0,43220,1
742.75,0,43220,1
742.91,0,43252,1
742.95,0,43252,1
743.11,0,43230,1
743.13,0,43230,1
743.15,0,43230,1
743.17,0,43230,1
743.19,0,43230,1
743.41,0,44815,1
743.43,0,43931,1
743.45,0,44815,1
743.51,0,44511,0
743.55,0,44911,0
743.59,0,43931,1
743.61,0,43914,1
743.62,0,43914,1
743.63,0,43915,1
743.64,0,43915,1
743.67,0,43914,1
743.69,0,43914,1
743.8,0,43253,0
743.91,0,43942,1
743.95,0,43942,1
744.11,0,43530,1
744.12,0,43530,1
744.13,0,43530,1
744.14,0,43530,1
744.15,0,43530,1
744.19,0,43570,1
744.21,0,43510,1
744.25,0,43510,1
744.31,0,43520,1
744.32,0,43520,1
744.33,0,43520,1
744.34,0,43520,1
744.35,0,43520,1
744.37,0,43520,1
744.39,0,43520,1
744.41,0,43510,1
744.43,0,43510,1
744.49,0,43510,1
744.71,0,43550,1
744.72,0,44411,0
744.73,0,43550,1
744.74,0,43550,1
744.79,0,43550,1
744.81,0,43540,1
744.85,0,43540,1
744.89,0,43560,0
744.91,0,43570,1
744.92,0,43570,1
744.93,0,43570,1
744.94,0,43570,1
745.11,0,44231,1
745.12,0,44231,1
745.19,0,44253,0
745.21,0,43935,0
745.23,0,43921,1
745.27,0,43921,1
745.29,0,43944,0
745.31,0,43922,1
745.32,0,43922,1
745.39,0,43943,1
745.61,0,43923,1
745.62,0,43923,1
745.63,0,43923,1
745.64,0,44150,0
745.65,0,43923,1
745.68,0,43943,1
745.91,0,43933,0
745.93,0,43943,1
745.95,0,43934,0
745.97,0,43943,1
746.1,0,43310,1
746.2,0,43310,1
746.3,0,43310,1
746.4,0,43310,1
746.5,0,43310,1
746.8,0,43310,1
746.91,0,43331,1
746.99,0,43331,1
747.1,0,43240,1
747.2,0,43240,1
747.3,0,43240,1
747.4,0,43240,1
747.8,0,43240,1
747.9,0,43254,0
748.1,0,43320,1
748.21,0,43320,1
748.22,0,43320,1
748.31,0,43320,1
748.32,0,43320,1
748.39,0,43332,1
748.4,0,43320,1
748.5,0,43320,1
748.6,0,43320,1
748.9,0,43332,1
749.11,0,44916,1
749.12,0,44916,1
749.13,0,44916,1
749.14,0,44916,1
749.15,0,44916,1
749.16,0,44916,1
749.17,0,44916,1
749.18,0,44916,1
749.19,0,44916,1
749.2,0,43924,0
749.91,0,42998,0
749.99,0,43949,0
751.1,0,45110,0
751.21,0,45130,1
751.22,1,45130,1
751.22,1,45141,1
751.24,1,45141,1
751.24,1,45142,1
751.28,0,45141,1
751.91,0,45160,1
751.93,0,45160,1
751.94,0,45266,0
751.95,1,44917,1
751.95,1,45263,0
751.95,1,45264,0
751.95,1,45265,0
751.96,0,44917,1
751.97,0,44922,1
751.99,1,45142,1
751.99,1,45160,1
752.2,1,45221,0
752.2,1,45222,0
752.3,1,45230,0
752.3,1,45240,0
752.3,1,45250,0
752.6,1,45261,0
752.6,1,45262,0
752.6,1,45269,1
752.7,1,45271,0
752.7,1,45272,0
752.8,1,45281,1
752.8,1,45289,1
752.9,1,45269,1
752.9,1,45289,1
759.8,0,45290,1
759.91,0,45170,1
759.93,0,45180,1
759.95,1,45170,1
759.95,1,45180,1
759.97,0,45290,1
761.3,1,47314,1
761.3,1,47315,1
761.4,1,47314,1
761.4,1,47315,1
761.5,1,47314,1
761.5,1,47315,1
761.6,0,47313,0
762.11,0,47312,1
762.12,0,47312,1
762.21,0,47311,1
762.22,0,47311,1
762.81,0,47311,1
762.82,0,47311,1
762.89,0,47311,1
763.31,0,47321,1
763.35,0,47321,1
763.36,0,47321,1
763.39,0,47321,1
763.81,0,47323,1
763.84,0,47323,1
764.11,1,47221,0
764.11,1,47222,0
764.11,1,47223,1
764.12,1,45281,1
764.12,1,47223,1
764.18,0,47401,0
764.21,0,47330,1
764.22,0,47330,1
764.23,0,47330,1
764.24,0,47330,1
764.25,0,47330,1
764.26,0,47330,1
764.31,0,47212,0
764.32,0,47211,0
764.83,0,48220,0
764.84,1,47213,0
764.84,1,47214,0
764.84,1,47215,0
764.92,0,47402,1
764.93,0,47403,0
764.99,0,47402,1
771.11,0,46121,1
771.19,0,46121,1
771.21,0,46122,1
771.23,0,46122,1
771.25,0,46122,1
771.29,0,46132,0
772.2,0,47130,0
772.31,0,47120,1
772.32,0,47120,1
772.33,0,47120,1
772.35,0,47120,1
772.38,0,47172,0
772.41,0,46211,1
772.42,0,46211,1
772.43,0,46211,1
772.44,0,46211,1
772.45,0,46211,1
772.49,0,46211,1
772.51,0,46212,1
772.52,0,46212,1
772.53,0,46212,1
772.54,0,46212,1
772.55,0,46212,1
772.56,0,46215,0
772.57,0,46212,1
772.58,0,46212,1
772.59,0,46212,1
772.61,0,46213,0
772.62,0,46214,0
772.81,0,46220,1
772.82,0,46220,1
773.11,0,46310,0
773.12,0,46320,0
773.13,0,46330,0
773.16,0,46340,0
773.17,0,46350,0
773.18,0,46360,0
773.22,0,37197,0
773.23,0,37292,1
773.24,0,46940,1
773.26,0,37292,1
773.28,0,36980,0
773.29,0,46940,1
774.11,0,48121,1
774.12,0,48121,1
774.13,0,48122,0
774.21,0,48110,1
774.22,0,48110,1
774.23,0,48110,1
774.29,0,48110,1
775.11,0,44812,1
775.12,0,44812,1
775.21,0,44811,1
775.22,0,44811,1
775.3,0,44812,1
775.41,0,44816,1
775.42,0,44816,1
775.49,0,44831,1
775.51,1,44816,1
775.51,1,44919,1
775.56,0,44919,1
775.57,0,44831,1
775.72,0,44816,1
775.73,0,44816,1
775.79,0,44831,1
775.81,0,44817,1
775.82,0,44817,1
775.83,0,44816,1
775.84,0,44816,1
775.85,0,44813,0
775.86,0,44817,1
775.87,0,44816,1
775.88,0,44818,0
775.89,0,44831,1
776.11,0,47140,1
776.12,0,47140,1
776.21,0,47140,1
776.23,0,47140,1
776.25,0,47140,1
776.27,0,47140,1
776.29,0,47173,1
776.31,0,47150,1
776.32,0,47150,1
776.33,0,47150,1
776.35,0,47150,1
776.37,0,47150,1
776.39,0,47150,1
776.42,0,47160,1
776.44,0,47160,1
776.46,0,47160,1
776.49,0,47160,1
776.81,0,47150,1
776.88,0,47173,1
776.89,0,47173,1
778.11,0,46410,0
778.12,0,46420,0
778.13,1,39380,0
778.13,1,46960,1
778.17,0,46430,1
778.19,0,46430,1
778.21,0,46510,1
778.22,0,46510,1
778.23,0,46510,1
778.24,0,46510,1
778.29,0,46541,0
778.31,0,46910,1
778.33,0,46960,1
778.34,0,46910,1
778.35,0,46960,1
778.41,0,44232,1
778.43,0,44232,1
778.45,0,44232,1
778.61,0,47110,1
778.62,0,47110,1
778.63,0,47110,1
778.64,0,47110,1
778.65,0,47110,1
778.66,0,47110,1
778.67,0,47110,1
778.68,0,47110,1
778.69,0,47171,0
778.71,0,46939,1
778.78,0,46939,1
778.79,0,46960,1
778.81,1,46931,0
778.81,1,46932,0
778.81,1,46939,1
778.82,0,46929,1
778.83,0,46960,1
778.84,1,46921,0
778.84,1,46929,1
778.85,0,46960,1
778.86,0,46950,0
781.1,0,49116,0
781.2,0,49113,0
782.11,0,44428,0
782.19,0,49114,0
782.21,0,49115,0
782.23,0,49119,1
782.25,0,49119,1
782.27,0,49119,1
782.29,0,49119,1
783.11,0,49112,1
783.19,0,49112,1
783.2,0,49111,0
784.1,0,49121,0
784.21,0,49210,1
784.25,0,49210,1
784.31,0,49129,1
784.32,0,49231,0
784.33,0,49129,1
784.34,0,49129,1
784.35,0,49129,1
784.39,0,49129,1
785.11,0,49911,0
785.13,0,49912,1
785.15,0,49912,1
785.16,0,49912,1
785.17,0,49912,1
785.19,0,49913,0
785.2,0,49921,0
785.31,0,49922,0
785.35,0,49941,0
785.36,0,49942,1
785.37,0,49942,1
786.1,0,49222,0
786.21,0,44160,0
786.22,0,49229,1
786.29,0,49229,1
786.3,0,49221,0
786.83,0,49229,1
786.85,0,49930,0
786.89,0,49232,0
791.11,0,49511,0
791.15,0,49519,1
791.21,0,49512,0
791.29,0,49519,1
791.6,0,49520,0
791.7,0,49532,0
791.81,0,49531,0
791.82,0,49533,0
791.91,0,49540,1
791.99,0,49540,1
792.11,0,49621,1
792.15,0,49621,1
792.2,0,49622,0
792.3,0,49623,1
792.4,0,49623,1
792.5,0,49630,0
792.83,0,43134,0
792.84,0,49610,0
792.91,0,49640,1
792.93,0,49640,1
792.95,0,49640,1
792.97,0,49640,1
793.11,0,49490,1
793.12,0,49410,0
793.19,0,49490,1
793.22,0,49312,0
793.24,0,49315,0
793.26,0,49313,0
793.27,0,49314,0
793.28,0,49311,0
793.29,0,49319,1
793.3,0,39370,0
793.51,0,49319,1
793.55,0,49320,0
793.59,0,49319,1
793.7,0,49316,0
793.91,0,49390,1
793.99,0,49390,1
811,1,38701,0
811,1,38702,0
811,1,38703,0
811,1,38704,0
812.11,0,44823,0
812.15,0,44824,0
812.17,0,44825,0
812.19,0,44833,0
812.21,0,37210,1
812.29,0,37210,1
813.11,0,46531,1
813.12,0,46531,1
813.13,0,46531,1
813.15,0,46539,0
813.17,0,46531,1
813.2,0,46531,1
813.8,0,46542,1
813.91,0,37196,0
813.92,0,36960,0
813.99,0,46542,1
821.11,0,38111,1
821.12,0,38111,1
821.13,0,38112,1
821.14,0,38111,1
821.15,0,38112,1
821.16,0,38112,1
821.17,0,38111,1
821.18,0,38119,0
821.19,0,38160,1
821.21,0,38150,1
821.23,0,38150,1
821.25,0,38150,1
821.27,0,27180,1
821.29,0,27180,1
821.31,0,38121,0
821.39,0,38140,1
821.51,0,38122,0
821.53,0,38130,0
821.55,0,38140,1
821.59,0,38140,1
821.71,0,38140,1
821.79,0,38140,1
821.8,0,38160,1
831.11,0,29220,1
831.12,0,29220,1
831.19,0,29220,1
831.21,0,29220,1
831.22,0,29220,1
831.29,0,29220,1
831.3,0,29220,1
831.91,0,29220,1
831.99,0,29220,1
841.11,0,28231,1
841.12,0,28231,1
841.19,0,28231,1
841.21,0,28231,1
841.22,0,28231,1
841.23,0,28231,1
841.3,0,28231,1
841.4,0,28231,1
841.51,0,28232,1
841.59,0,28232,1
841.61,0,28232,1
841.62,0,28232,1
841.69,0,28232,1
842.11,0,28233,1
842.19,0,28233,1
842.21,0,28233,1
842.22,0,28233,1
842.3,0,28233,1
842.4,0,28233,1
842.5,0,28233,1
842.6,0,28233,1
842.7,0,28234,1
842.81,0,28234,1
842.82,0,28234,1
842.89,0,28234,1
843.1,0,28221,1
843.21,0,28221,1
843.22,0,28221,1
843.23,0,28221,1
843.24,0,28221,1
843.71,0,28222,1
843.79,0,28222,1
843.81,0,28222,1
843.82,0,28222,1
843.89,0,28222,1
844.1,0,28223,1
844.21,0,28223,1
844.22,0,28223,1
844.23,0,28223,1
844.24,0,28223,1
844.25,0,28223,1
844.26,0,28223,1
844.7,0,28224,1
844.81,0,28224,1
844.82,0,28224,1
844.83,0,28224,1
844.89,0,28224,1
845.11,0,28235,0
845.12,0,28227,0
845.21,0,28250,1
845.22,0,28250,1
845.23,0,28250,1
845.24,0,28250,1
845.3,0,28226,0
845.4,0,28225,0
845.51,0,28237,1
845.52,0,28237,1
845.61,0,28236,1
845.62,0,28228,1
845.63,0,28236,1
845.64,0,28228,1
845.81,0,28236,1
845.87,0,28236,1
845.89,0,28236,1
845.91,0,28228,1
845.92,0,28228,1
845.99,0,28228,1
846.11,0,28238,1
846.12,0,28238,1
846.13,0,28238,1
846.14,0,28238,1
846.19,0,28238,1
846.23,0,28210,1
846.24,0,28210,1
846.25,0,28210,1
846.29,0,28210,1
846.91,0,28229,1
846.92,0,28229,1
846.93,0,28229,1
846.99,0,28229,1
848.11,0,28241,0
848.12,0,28242,1
848.13,0,28242,1
848.19,0,28242,1
848.21,0,28243,0
848.22,0,36260,1
848.29,0,36260,1
848.31,0,28320,0
848.32,0,28330,0
848.42,0,28262,1
848.43,0,28262,1
848.44,0,36971,0
848.45,0,36972,0
848.48,0,28269,1
848.49,0,28269,1
851.11,0,29510,1
851.15,0,29510,1
851.21,0,29410,1
851.22,0,29410,1
851.23,0,29490,1
851.24,0,29490,1
851.25,0,29420,0
851.31,0,29310,0
851.32,0,29320,0
851.41,0,29520,1
851.48,0,29330,1
851.49,0,29330,1
851.51,0,29340,1
851.52,0,29340,1
851.59,0,29340,1
851.7,0,29520,1
851.9,0,29600,0
871.11,0,48314,1
871.15,0,48314,1
871.19,0,48351,1
871.31,0,48261,0
871.39,0,48282,0
871.41,0,48314,1
871.43,0,48314,1
871.45,0,48314,1
871.49,0,48351,1
871.91,0,48315,1
871.92,0,48315,1
871.93,0,48315,1
871.99,0,48354,0
872.11,0,48130,1
872.19,0,48130,1
872.21,0,48150,1
872.25,0,48150,1
872.29,0,48150,1
872.31,0,48160,1
872.33,0,48160,1
872.35,0,48160,1
872.4,0,48180,0
873.11,0,48263,1
873.13,0,48263,1
873.15,0,48263,1
873.19,0,48283,1
873.21,0,48264,1
873.25,0,48264,1
873.29,0,48283,1
874.11,0,48211,0
874.12,0,48281,1
874.13,1,48212,0
874.13,1,48219,0
874.14,0,48281,1
874.22,0,48232,0
874.23,0,48233,0
874.24,0,48281,1
874.25,0,48269,1
874.26,0,48284,1
874.31,0,48252,1
874.35,0,48252,1
874.37,0,48252,1
874.39,0,48281,1
874.41,0,48253,1
874.42,0,48253,1
874.43,0,48253,1
874.45,0,48253,1
874.46,0,48253,1
874.49,0,48281,1
874.51,0,48231,0
874.52,0,38996,0
874.53,0,48262,0
874.54,0,48285,0
874.55,0,48251,0
874.56,0,48281,1
874.61,0,48269,1
874.63,0,48269,1
874.65,1,48266,0
874.65,1,48269,1
874.69,0,48284,1
874.71,0,48241,0
874.73,0,48242,0
874.75,0,48243,0
874.77,0,48244,0
874.78,0,48249,0
874.79,0,48281,1
874.9,0,48281,1
881.11,0,48322,1
881.13,0,48324,1
881.14,0,48353,1
881.15,0,48353,1
881.21,0,48322,1
881.22,0,48323,1
881.23,0,48353,1
881.24,0,48353,1
881.31,0,48330,0
881.32,0,48323,1
881.33,0,48324,1
881.34,0,48353,1
881.35,0,48324,1
881.36,0,48353,1
882.1,0,48342,0
882.2,0,48341,1
882.3,0,48341,1
882.4,0,48341,1
882.5,0,38941,0
882.6,0,38942,0
883.1,0,38950,1
883.9,0,38950,1
884.11,0,48311,1
884.15,0,48311,1
884.17,0,48311,1
884.19,0,48311,1
884.21,0,48313,0
884.22,0,48352,0
884.23,0,48312,0
884.31,0,48321,0
884.32,0,48311,1
884.33,0,48311,1
884.39,0,48311,1
885.31,0,48410,1
885.32,0,48410,1
885.39,0,48410,1
885.41,0,48410,1
885.42,0,48410,1
885.49,0,48410,1
885.51,0,48440,1
885.52,0,48440,1
885.71,0,48420,1
885.72,0,48420,1
885.73,0,48420,1
885.74,0,48420,1
885.75,0,48420,1
885.76,0,48420,1
885.77,0,48420,1
885.78,0,48420,1
885.79,0,48420,1
885.91,0,48490,1
885.92,0,48490,1
885.93,0,29230,0
885.94,0,48430,1
885.95,0,48430,1
885.96,0,48440,1
885.97,0,48490,1
885.98,0,48440,1
885.99,0,48490,1
891.11,0,44710,0
891.12,0,44720,0
891.13,0,44750,0
891.14,0,44730,1
891.22,0,44740,1
891.23,0,44740,1
891.24,0,44740,1
891.29,0,44740,1
891.31,0,44730,1
891.39,0,44730,1
891.91,0,44760,1
891.93,0,44760,1
891.95,0,44760,1
891.99,0,44760,1
892.12,0,32292,1
892.13,0,32220,1
892.14,1,32511,0
892.14,1,32512,0
892.15,1,32210,1
892.15,1,32220,1
892.15,1,32230,1
892.15,1,32291,1
892.15,1,32292,1
892.15,1,32299,1
892.16,0,32220,1
892.19,1,32210,1
892.19,1,32220,1
892.19,1,32230,1
892.19,1,32291,1
892.19,1,32292,1
892.19,1,32299,1
892.21,0,32300,0
892.29,1,32410,0
892.29,1,32420,0
892.29,1,32490,0
892.41,0,32630,1
892.42,0,32530,0
892.81,0,32197,0
892.82,0,32550,0
892.83,0,32610,0
892.84,0,32630,1
892.85,0,32520,0
892.86,0,32620,0
892.87,0,32540,0
892.89,0,32690,0
893.11,0,36410,0
893.19,0,36490,0
893.21,0,36930,0
893.29,0,36950,0
893.31,0,36910,0
893.32,0,36940,0
893.94,0,36990,1
893.95,0,36990,1
893.99,0,36990,1
894.1,0,38992,0
894.2,1,38510,0
894.2,1,38520,0
894.2,1,38530,0
894.2,1,38540,0
894.2,1,38550,0
894.2,1,38560,0
894.31,1,38581,0
894.31,1,38582,0
894.33,0,38590,1
894.35,0,38590,1
894.37,0,38570,0
894.39,0,38590,1
894.41,0,46532,0
894.45,0,38991,1
894.49,0,38991,1
894.6,0,38600,0
894.71,0,38450,0
894.72,0,38410,1
894.73,0,38410,1
894.74,0,38420,0
894.75,0,38440,1
894.76,0,38440,1
894.77,0,38440,1
894.78,0,38430,0
894.79,0,38440,1
895.11,0,42994,0
895.12,0,42995,0
895.21,0,38911,1
895.22,0,38911,1
895.23,0,38911,1
895.91,0,35140,0
895.92,0,38140,1
895.93,0,38912,1
895.94,0,38912,1
896.11,0,38961,1
896.12,0,38961,1
896.2,0,38961,1
896.3,0,38961,1
896.4,0,38962,0
896.5,0,38963,1
896.6,0,38963,1
897.21,0,38997,1
897.29,0,38997,1
897.31,0,38240,1
897.32,0,38240,1
897.33,0,38240,1
897.41,0,41330,1
897.49,0,38240,1
898.13,0,38310,0
898.15,0,38320,0
898.23,0,38330,0
898.24,0,38350,1
898.25,0,38340,1
898.26,0,38340,1
898.29,0,38350,1
898.42,1,47530,0
898.42,1,47610,1
898.42,1,47620,1
898.42,1,47691,1
898.42,1,47692,1
898.42,1,47699,1
898.42,1,47811,1
898.42,1,47812,1
898.42,1,47813,1
898.42,1,47814,1
898.42,1,47821,1
898.42,1,47822,1
898.42,1,47829,1
898.42,1,47910,0
898.44,1,47540,0
898.44,1,47610,1
898.44,1,47620,1
898.44,1,47691,1
898.44,1,47692,1
898.44,1,47699,1
898.44,1,47811,1
898.44,1,47812,1
898.44,1,47813,1
898.44,1,47814,1
898.44,1,47821,1
898.44,1,47822,1
898.44,1,47829,1
898.46,1,47550,0
898.46,1,47590,1
898.46,1,47920,0
898.49,1,47590,1
898.49,1,47610,1
898.9,0,38360,0
899.11,0,38999,1
899.19,0,38999,1
899.21,0,38999,1
899.29,0,38999,1
899.31,0,38999,1
899.32,0,38998,0
899.33,0,38994,1
899.34,0,38999,1
899.35,0,38995,1
899.37,0,38994,1
899.39,0,38995,1
899.41,0,38921,1
899.42,0,38921,1
899.49,0,38922,0
899.61,0,48172,1
899.63,0,48171,1
899.65,0,48171,1
899.66,0,48171,1
899.67,0,48172,1
899.69,0,48172,1
899.71,0,31923,1
899.72,0,38993,0
899.74,0,31923,1
899.79,0,31923,1
899.81,0,38999,1
899.82,0,38994,1
899.83,0,38923,1
899.84,0,38924,1
899.85,0,38923,1
899.86,0,38924,1
899.87,0,38994,1
899.88,0,38999,1
899.89,0,38994,1
899.91,0,38999,1
899.92,0,38999,1
899.94,0,38972,1
899.95,0,38972,1
899.96,0,27170,0
899.97,0,38999,1
961,0,38250,1
971.01,0,41320,1
971.02,0,41340,0
971.03,1,39331,0
971.03,1,39333,0
I,0,41320,1
II,0,38250,1
