HS 2007,CPA 2008
8445.3,28.94.12
8445.4,28.94.12
8445.9,28.94.12
8446.1,28.94.13
8446.21,28.94.13
8446.29,28.94.13
8446.3,28.94.13
8447.11,28.94.14
8447.12,28.94.14
8447.2,28.94.14
8447.9,28.94.14
8448.11,28.94.15
8448.19,28.94.15
8448.2,28.94.51
8448.31,28.94.51
8448.32,28.94.51
8448.33,28.94.51
8448.39,28.94.51
8448.42,28.94.51
8448.49,28.94.51
8448.51,28.94.51
8448.59,28.94.51
8449,28.94.21
8450.11,27.51.13
8450.12,27.51.13
8450.19,27.51.13
8450.2,28.94.22
8450.9,28.94.52
8451.1,28.94.22
8451.21,27.51.13
8451.29,28.94.22
8451.3,28.94.21
8451.4,28.94.21
8451.5,28.94.21
8451.8,28.94.21
8451.9,28.94.52
8452.1,28.94.40
8452.21,28.94.24
8452.29,28.94.24
8452.3,28.94.52
8452.4,28.94.52
8452.9,28.94.52
8453.1,28.94.30
8453.2,28.94.30
8453.8,28.94.30
8453.9,28.94.52
8454.1,28.91.11
8454.2,28.91.11
8454.3,28.91.11
8454.9,28.91.12
8455.1,28.91.11
8455.21,28.91.11
8455.22,28.91.11
8455.3,28.91.12
8455.9,28.91.12
8456.1,28.41.11
8456.2,28.41.11
8456.3,28.41.11
8456.9,28.41.11
8457.1,28.41.12
8457.2,28.41.12
8457.3,28.41.12
8458.11,28.41.21
8458.19,28.41.21
8458.91,28.41.21
8458.99,28.41.21
8459.1,28.41.22
8459.21,28.41.22
8459.29,28.41.22
8459.31,28.41.22
8459.39,28.41.22
8459.4,28.41.22
8459.51,28.41.22
8459.59,28.41.22
8459.61,28.41.22
8459.69,28.41.22
8459.7,28.41.22
8460.11,28.41.23
8460.19,28.41.23
8460.21,28.41.23
8460.29,28.41.23
8460.31,28.41.23
8460.39,28.41.23
8460.4,28.41.23
8460.9,28.41.23
8461.2,28.41.24
8461.3,28.41.24
8461.4,28.41.24
8461.5,28.41.24
8461.9,28.41.24
8462.1,28.41.33
8462.21,28.41.31
8462.29,28.41.31
8462.31,28.41.32
8462.39,28.41.32
8462.41,28.41.32
8462.49,28.41.32
8462.91,28.41.33
8462.99,28.41.33
8463.1,28.41.34
8463.2,28.41.34
8463.3,28.41.34
8463.9,28.41.34
8464.1,28.49.11
8464.2,28.49.11
8464.9,28.49.11
8465.1,28.49.12
8465.91,28.49.12
8465.92,28.49.12
8465.93,28.49.12
8465.94,28.49.12
8465.95,28.49.12
8465.96,28.49.12
8465.99,28.49.12
8466.1,28.49.21
8466.2,28.49.22
8466.3,28.49.23
8466.91,28.49.24
8466.92,28.49.24
8466.93,28.41.40
8466.94,28.41.40
8467.11,28.24.12
8467.19,28.24.12
8467.21,28.24.11
8467.22,28.24.11
8467.29,28.24.11
8467.81,28.24.12
8467.89,28.24.12
8467.91,28.24.21
8467.92,28.24.22
8467.99,28.24.21
8468.1,28.29.70
8468.2,28.29.70
8468.8,28.29.70
8468.9,28.29.86
8469,28.23.11
8470.1,28.23.12
8470.21,28.23.12
8470.29,28.23.12
8470.3,28.23.13
8470.9,28.23.13
8471.3,26.20.11
8471.41,26.20.13
8471.49,26.20.14
8471.5,26.20.15
8471.6,26.20.16
8471.7,26.20.21
8471.9,26.20.30
8472.1,28.23.23
8472.3,28.23.23
8472.9,26.20.12
8472.9,28.23.23
8473.1,28.23.24
8473.21,28.23.24
8473.29,28.23.24
8473.3,26.20.40
8473.4,28.23.25
8473.5,26.20.40
8474.1,28.92.40
8474.2,28.92.40
8474.31,28.92.40
8474.32,28.92.40
8474.39,28.92.40
8474.8,28.99.39
8474.9,28.92.62
8475.1,28.99.39
8475.21,28.99.39
8475.29,28.99.39
8475.9,28.99.52
8476.21,28.29.43
8476.29,28.29.43
8476.81,28.29.43
8476.89,28.29.43
8476.9,28.29.83
8477.1,28.96.10
8477.2,28.96.10
8477.3,28.96.10
8477.4,28.96.10
8477.51,28.96.10
8477.59,28.96.10
8477.8,28.96.10
8477.9,28.96.20
8478.1,28.93.19
8478.9,28.93.33
8479.1,28.92.30
8479.2,28.93.17
8479.3,28.49.12
8479.4,28.99.39
8479.5,28.99.39
8479.6,28.99.39
8479.81,28.99.39
8479.82,28.99.39
8479.89,28.99.39
8479.9,28.99.52
8480.1,25.73.50
8480.2,25.73.50
8480.3,25.73.50
8480.41,25.73.50
8480.49,25.73.50
8480.5,25.73.50
8480.6,25.73.50
8480.71,25.73.50
8480.79,25.73.50
8481.1,28.12.14
8481.1,28.14.11
8481.2,28.12.14
8481.3,28.14.11
8481.4,28.14.11
8481.8,28.14.11
8481.8,28.14.12
8481.8,28.14.13
8481.9,28.14.20
8482.1,28.15.10
8482.2,28.15.10
8482.3,28.15.10
8482.4,28.15.10
8482.5,28.15.10
8482.8,28.15.10
8482.91,28.15.31
8482.99,28.15.31
8483.1,28.15.22
8483.2,28.15.23
8483.3,28.15.23
8483.4,28.15.24
8483.5,28.15.25
8483.6,28.15.26
8483.9,28.15.39
8484.1,28.29.23
8484.2,28.29.23
8484.9,28.29.23
8486.1,28.99.20
8486.2,28.41.11
8486.2,28.99.20
8486.3,28.99.20
8486.4,28.99.39
8486.9,28.41.40
8486.9,28.49.21
8486.9,28.99.51
8487.1,25.99.26
8487.9,28.29.84
8501.1,27.11.10
8501.2,27.11.21
8501.31,27.11.10
8501.32,27.11.10
8501.33,27.11.10
8501.34,27.11.10
8501.4,27.11.22
8501.51,27.11.23
8501.52,27.11.24
8501.53,27.11.25
8501.61,27.11.26
8501.62,27.11.26
8501.63,27.11.26
8501.64,27.11.26
8502.11,27.11.31
8502.12,27.11.31
8502.13,27.11.31
8502.2,27.11.32
8502.31,28.11.24
8502.39,27.11.32
8502.4,27.11.32
8503,27.11.61
8504.1,27.11.50
8504.21,27.11.41
8504.22,27.11.41
8504.23,27.11.41
8504.31,27.11.42
8504.32,27.11.42
8504.33,27.11.43
8504.34,27.11.43
8504.4,27.11.50
8504.5,27.11.50
8504.9,27.11.62
8505.11,25.99.29
8505.19,23.44.12
8505.2,27.90.40
8505.9,27.90.40
8506.1,27.20.11
8506.3,27.20.11
8506.4,27.20.11
8506.5,27.20.11
8506.6,27.20.11
8506.8,27.20.11
8506.9,27.20.12
8507.1,27.20.21
8507.2,27.20.22
8507.3,27.20.23
8507.4,27.20.23
8507.8,27.20.23
8507.9,27.20.24
8508.11,27.51.21
8508.19,27.51.21
8508.6,27.51.24
8508.7,27.51.30
8509.4,27.51.21
8509.8,27.51.21
8509.9,27.51.30
8510.1,27.51.22
8510.2,27.51.22
8510.3,27.51.22
8510.9,27.51.30
8511.1,29.31.21
8511.2,29.31.21
8511.3,29.31.21
8511.4,29.31.22
8511.5,29.31.22
8511.8,29.31.22
8511.9,29.31.30
8512.1,29.31.23
8512.2,27.40.39
8512.3,29.31.23
8512.4,29.31.23
8512.9,29.31.30
8513.1,27.40.21
8513.9,27.40.42
8514.1,28.21.13
8514.2,28.21.13
8514.3,28.21.13
8514.4,28.21.13
8514.9,28.21.14
8515.11,27.90.31
8515.19,27.90.31
8515.21,27.90.31
8515.29,27.90.31
8515.31,27.90.31
8515.39,27.90.31
8515.8,27.90.31
8515.9,27.90.32
8516.1,27.51.25
8516.21,27.51.26
8516.29,27.51.26
8516.31,27.51.23
8516.32,27.51.23
8516.33,27.51.23
8516.4,27.51.23
8516.5,27.51.27
8516.6,27.51.28
8516.71,27.51.24
8516.72,27.51.24
8516.79,27.51.24
8516.8,27.51.29
8516.9,27.51.30
8517.12,26.30.22
8517.18,26.30.23
8517.61,26.30.23
8517.62,26.30.23
8517.69,26.30.23
8517.69,26.40.44
8517.7,26.30.30
8517.7,26.30.40
8518.1,26.40.41
8518.21,26.40.42
8518.22,26.40.42
8518.29,26.40.42
8518.3,26.40.42
8518.4,26.40.43
8518.5,26.40.43
8518.9,26.40.51
8519.2,26.40.31
8519.3,26.40.31
8519.5,26.30.23
8519.81,26.40.31
8519.81,26.40.32
8519.89,26.40.31
8519.89,26.40.32
8521.1,26.40.33
8521.9,26.40.33
8522.1,26.11.40
8522.9,26.40.51
8523.21,26.80.14
8523.29,26.80.11
8523.29,58.29.11
8523.29,58.29.29
8523.29,59.11.23
8523.4,26.80.12
8523.4,58.29.11
8523.4,58.29.29
8523.4,59.11.23
8523.4,59.20.33
8523.51,26.20.22
8523.51,58.29.11
8523.51,58.29.29
8523.51,59.11.23
8523.52,26.12.30
8523.59,26.80.13
8523.59,58.29.11
8523.59,58.29.29
8523.59,59.11.23
8523.8,26.80.13
8523.8,58.29.11
8523.8,58.29.29
8523.8,59.20.33
8525.5,26.30.12
8525.6,26.30.11
8525.8,26.30.13
8525.8,26.40.33
8525.8,26.70.13
8526.1,26.51.20
8526.91,26.51.20
8526.92,26.51.20
8527.12,26.40.11
8527.13,26.40.11
8527.19,26.40.11
8527.21,26.40.12
8527.29,26.40.12
8527.91,26.40.11
8527.92,26.40.11
8527.99,26.40.11
8528.41,26.20.17
8528.49,26.40.34
8528.51,26.20.17
8528.59,26.40.34
8528.61,26.20.17
8528.69,26.40.34
8528.71,26.40.20
8528.72,26.40.20
8528.73,26.40.20
8529.1,26.30.40
8529.9,26.30.40
8529.9,26.40.52
8529.9,26.51.81
8530.1,27.90.70
8530.8,27.90.70
8530.9,27.90.33
8531.1,26.30.50
8531.2,27.90.20
8531.8,27.90.20
8531.9,27.90.33
8532.1,27.90.51
8532.21,27.90.52
8532.22,27.90.52
8532.23,27.90.52
8532.24,27.90.52
8532.25,27.90.52
8532.29,27.90.52
8532.3,27.90.53
8532.9,27.90.81
8533.1,27.90.60
8533.21,27.90.60
8533.29,27.90.60
8533.31,27.90.60
8533.39,27.90.60
8533.4,27.90.60
8533.9,27.90.82
8534,26.12.10
8535.1,27.12.10
8535.21,27.12.10
8535.29,27.12.10
8535.3,27.12.10
8535.4,27.12.10
8535.9,27.12.10
8536.1,27.12.21
8536.2,27.12.22
8536.3,27.12.23
8536.41,27.12.24
8536.49,27.12.24
8536.5,27.33.11
8536.61,27.33.12
8536.69,27.33.13
8536.7,27.33.13
8536.9,27.33.13
8537.1,27.12.31
8537.2,27.12.32
8538.1,27.12.40
8538.9,27.12.40
8539.1,27.40.11
8539.21,27.40.12
8539.22,27.40.13
8539.29,27.40.14
8539.31,27.40.15
8539.32,27.40.15
8539.39,27.40.15
8539.41,27.40.15
8539.49,27.40.15
8539.9,27.40.41
8540.11,26.11.11
8540.12,26.11.11
8540.2,26.11.11
8540.4,26.11.11
8540.5,26.11.11
8540.6,26.11.11
8540.71,26.11.12
8540.72,26.11.12
8540.79,26.11.12
8540.81,26.11.12
8540.89,26.11.12
8540.91,26.11.40
8540.99,26.11.40
8541.1,26.11.21
8541.21,26.11.21
8541.29,26.11.21
8541.3,26.11.21
8541.4,26.11.22
8541.5,26.11.22
8541.6,26.11.22
8541.9,26.11.40
8542.31,26.11.30
8542.32,26.11.30
8542.33,26.11.30
8542.39,26.11.30
8542.9,26.11.40
8543.1,27.90.40
8543.3,28.49.12
8543.7,27.90.11
8543.7,28.99.39
8543.9,27.90.33
8544.11,27.32.11
8544.19,27.32.11
8544.2,27.32.12
8544.3,29.31.10
8544.42,27.32.13
8544.49,27.32.13
8544.6,27.32.14
8544.7,27.31.11
8545.11,27.90.13
8545.19,27.90.13
8545.2,27.90.13
8545.9,27.90.13
8546.1,23.19.25
8546.2,23.43.10
8546.9,27.90.12
8547.1,23.43.10
8547.2,27.33.14
8547.9,27.90.12
8548.1,38.12.27
8548.9,27.90.33
8601.1,30.20.11
8601.2,30.20.13
8602.1,30.20.12
8602.9,30.20.13
8603.1,30.20.20
8603.9,30.20.20
8604,30.20.31
8605,30.20.32
8606.1,30.20.33
8606.3,30.20.33
8606.91,30.20.33
8606.92,30.20.33
8606.99,30.20.33
8607.11,30.20.40
8607.12,30.20.40
8607.19,30.20.40
8607.21,30.20.40
8607.29,30.20.40
8607.3,30.20.40
8607.91,30.20.40
8607.99,30.20.40
8608,30.20.40
8609,29.20.21
8701.1,28.30.10
8701.2,29.10.43
8701.3,28.92.50
8701.9,28.30.21
8701.9,28.30.22
8701.9,28.30.23
8702.1,29.10.30
8702.9,29.10.30
8703.1,29.10.52
8703.21,29.10.21
8703.22,29.10.21
8703.23,29.10.22
8703.24,29.10.22
8703.31,29.10.23
8703.32,29.10.23
8703.33,29.10.23
8703.9,29.10.24
8704.1,28.92.29
8704.21,29.10.41
8704.22,29.10.41
8704.23,29.10.41
8704.31,29.10.42
8704.32,29.10.42
8704.9,29.10.42
8705.1,29.10.51
8705.2,29.10.59
8705.3,29.10.59
8705.4,29.10.59
8705.9,29.10.59
8706,29.10.44
8707.1,29.20.10
8707.9,29.20.10
8708.1,29.32.30
8708.21,29.32.20
8708.29,29.32.20
8708.3,29.32.30
8708.4,29.32.30
8708.5,29.32.30
8708.7,29.32.30
8708.8,29.32.30
8708.91,29.32.30
8708.92,29.32.30
8708.93,29.32.30
8708.94,29.32.30
8708.95,29.32.20
8708.99,29.32.30
8709.11,28.22.15
8709.19,28.22.15
8709.9,28.22.19
8710,30.40.10
8711.1,30.91.11
8711.2,30.91.12
8711.3,30.91.12
8711.4,30.91.12
8711.5,30.91.12
8711.9,30.91.13
8712,30.92.10
8713.1,30.92.20
8713.9,30.92.20
8714.11,30.91.20
8714.19,30.91.20
8714.2,30.92.30
8714.91,30.92.30
8714.92,30.92.30
8714.93,30.92.30
8714.94,30.92.30
8714.95,30.92.30
8714.96,30.92.30
8714.99,30.92.30
8715,30.92.40
8716.1,29.20.22
8716.2,28.30.70
8716.31,29.20.23
8716.39,29.20.23
8716.4,29.20.23
8716.8,30.99.10
8716.9,29.20.30
8801,30.30.20
8802.11,30.30.31
8802.12,30.30.31
8802.2,30.30.32
8802.3,30.30.33
8802.4,30.30.34
8802.6,30.30.40
8803.1,30.30.50
8803.2,30.30.50
8803.3,30.30.50
8803.9,30.30.50
8804,13.92.23
8805.1,28.99.39
8805.21,30.30.14
8805.29,30.30.14
8901.1,30.11.21
8901.2,30.11.22
8901.3,30.11.23
8901.9,30.11.24
8902,30.11.31
8903.1,30.12.12
8903.91,30.12.11
8903.92,30.12.19
8903.99,30.12.19
8904,30.11.32
8905.1,30.11.33
8905.2,30.11.40
8905.9,30.11.33
8906.1,30.11.10
8906.9,30.11.33
8907.1,30.11.50
8907.9,30.11.50
8908,38.11.41
9001.1,27.31.12
9001.2,26.70.21
9001.3,32.50.41
9001.4,32.50.41
9001.5,32.50.41
9001.9,26.70.21
9002.11,26.70.11
9002.19,26.70.21
9002.2,26.70.21
9002.9,26.70.21
9003.11,32.50.43
9003.19,32.50.43
9003.9,32.50.44
9004.1,32.50.42
9004.9,32.50.42
9005.1,26.70.22
9005.8,26.70.22
9005.9,26.70.24
9006.1,26.70.12
9006.3,26.70.12
9006.4,26.70.14
9006.51,26.70.14
9006.52,26.70.14
9006.53,26.70.14
9006.59,26.70.14
9006.61,26.70.17
9006.69,26.70.17
9006.91,26.70.19
9006.99,26.70.19
9007.11,26.70.15
9007.19,26.70.15
9007.2,26.70.16
9007.91,26.70.19
9007.92,26.70.19
9008.1,26.70.16
9008.2,26.70.18
9008.3,26.70.16
9008.4,26.70.17
9008.9,26.70.19
9010.1,26.70.17
9010.5,26.70.17
9010.6,26.70.17
9010.9,26.70.19
9011.1,26.70.22
9011.2,26.70.22
9011.8,26.70.22
9011.9,26.70.24
9012.1,26.51.61
9012.9,26.51.83
9013.1,26.70.23
9013.2,26.70.23
9013.8,26.70.23
9013.9,26.70.25
9014.1,26.51.11
9014.2,26.51.11
9014.8,26.51.11
9014.9,26.51.86
9015.1,26.51.12
9015.2,26.51.12
9015.3,28.29.39
9015.4,26.51.12
9015.8,26.51.12
9015.9,26.51.82
9016,26.51.31
9017.1,26.51.32
9017.2,26.51.32
9017.3,26.51.33
9017.8,28.29.39
9017.9,26.51.82
9018.11,26.60.12
9018.12,26.60.12
9018.13,26.60.12
9018.14,26.60.12
9018.19,26.60.12
9018.2,26.60.13
9018.31,32.50.13
9018.32,32.50.13
9018.39,32.50.13
9018.41,32.50.11
9018.49,32.50.11
9018.5,32.50.13
9018.9,32.50.13
9019.1,32.50.21
9019.2,32.50.21
9020,32.99.59
9021.1,32.50.22
9021.21,32.50.22
9021.29,32.50.22
9021.31,32.50.22
9021.39,32.50.22
9021.4,26.60.14
9021.5,26.60.14
9021.9,26.60.14
9021.9,32.50.23
9022.12,26.60.11
9022.13,26.60.11
9022.14,26.60.11
9022.19,26.60.11
9022.21,26.60.11
9022.29,26.60.11
9022.3,26.60.11
9022.9,26.60.11
9023,32.99.53
9024.1,26.51.62
9024.8,26.51.62
9024.9,26.51.86
9025.11,26.51.51
9025.11,32.50.13
9025.19,26.51.51
9025.8,26.51.51
9025.9,26.51.82
9026.1,26.51.52
9026.2,26.51.52
9026.8,26.51.52
9026.9,26.51.82
9027.1,26.51.53
9027.2,26.51.53
9027.3,26.51.53
9027.5,26.51.53
9027.8,26.51.53
9027.9,26.51.82
9028.1,26.51.63
9028.2,26.51.63
9028.3,26.51.63
9028.9,26.51.84
9029.1,26.51.64
9029.2,26.51.64
9029.9,26.51.84
9030.1,26.51.41
9030.2,26.51.42
9030.2,26.51.45
9030.31,26.51.43
9030.32,26.51.45
9030.33,26.51.43
9030.39,26.51.45
9030.4,26.51.44
9030.82,26.51.45
9030.84,26.51.45
9030.89,26.51.45
9030.9,26.51.82
9031.1,28.99.39
9031.2,26.51.66
9031.41,26.51.66
9031.49,26.51.66
9031.8,26.51.66
9031.9,26.51.85
9032.1,26.51.70
9032.2,26.51.70
9032.81,26.51.65
9032.89,26.51.70
9032.9,26.51.85
9033,26.51.82
9101.11,26.52.11
9101.19,26.52.11
9101.21,26.52.11
9101.29,26.52.11
9101.91,26.52.11
9101.99,26.52.11
9102.11,26.52.12
9102.12,26.52.12
9102.19,26.52.12
9102.21,26.52.12
9102.29,26.52.12
9102.91,26.52.12
9102.99,26.52.12
9103.1,26.52.14
9103.9,26.52.14
9104,26.52.13
9105.11,26.52.14
9105.19,26.52.14
9105.21,26.52.14
9105.29,26.52.14
9105.91,26.52.14
9105.99,26.52.14
9106.1,26.52.28
9106.9,26.52.28
9107,26.52.28
9108.11,26.52.21
9108.12,26.52.21
9108.19,26.52.21
9108.2,26.52.21
9108.9,26.52.21
9109.11,26.52.22
9109.19,26.52.22
9109.9,26.52.22
9110.11,26.52.23
9110.12,26.52.23
9110.19,26.52.24
9110.9,26.52.25
9111.1,26.52.26
9111.2,26.52.26
9111.8,26.52.26
9111.9,26.52.26
9112.2,26.52.26
9112.9,26.52.26
9113.1,32.12.14
9113.2,32.13.10
9113.9,15.12.13
9114.1,26.52.27
9114.2,26.52.27
9114.3,26.52.27
9114.4,26.52.27
9114.9,26.52.27
9201.1,32.20.11
9201.2,32.20.11
9201.9,32.20.11
9202.1,32.20.12
9202.9,32.20.12
9205.1,32.20.13
9205.9,32.20.13
9206,32.20.15
9207.1,32.20.14
9207.9,32.20.14
9208.1,32.20.15
9208.9,32.20.15
9209.3,32.20.16
9209.91,32.20.20
9209.92,32.20.20
9209.94,32.20.20
9209.99,32.20.16
9209.99,32.20.20
9301.11,25.40.11
9301.19,25.40.11
9301.2,25.40.11
9301.9,25.40.11
9302,25.40.12
9303.1,25.40.12
9303.2,25.40.12
9303.3,25.40.12
9303.9,25.40.12
9304,25.40.12
9305.1,25.40.14
9305.21,25.40.14
9305.29,25.40.14
9305.91,25.40.14
9305.99,25.40.14
9306.21,25.40.13
9306.29,25.40.13
9306.3,25.40.13
9306.9,25.40.13
9307,25.71.15
9401.1,30.30.50
9401.2,29.32.10
9401.3,31.00.11
9401.4,31.00.12
9401.51,31.00.12
9401.59,31.00.12
9401.61,31.00.12
9401.69,31.00.12
9401.71,31.00.11
9401.79,31.00.11
9401.8,31.00.13
9401.9,30.30.50
9401.9,31.00.14
9402.1,32.50.30
9402.9,32.50.30
9403.1,31.01.11
9403.2,31.09.11
9403.3,31.01.12
9403.4,31.02.10
9403.5,31.09.12
9403.6,31.01.13
9403.6,31.09.12
9403.6,31.09.13
9403.7,31.09.14
9403.81,31.09.14
9403.89,31.09.14
9403.9,31.00.20
9404.1,31.03.11
9404.21,31.03.12
9404.29,31.03.12
9404.3,13.92.24
9404.9,13.92.24
9405.1,27.40.25
9405.2,27.40.22
9405.3,27.40.32
9405.4,27.40.33
9405.4,27.40.39
9405.5,27.40.23
9405.6,27.40.24
9405.91,23.19.24
9405.92,22.29.24
9405.99,27.40.42
9406,16.23.20
9406,23.61.20
9406,25.11.10
9503,32.40.11
9503,32.40.12
9503,32.40.13
9503,32.40.20
9503,32.40.31
9503,32.40.32
9503,32.40.39
9504.1,26.40.60
9504.2,32.40.42
9504.3,32.40.42
9504.4,32.40.41
9504.9,28.99.39
9504.9,32.40.42
9505.1,32.99.51
9505.9,32.99.51
9506.11,32.30.11
9506.12,32.30.11
9506.19,32.30.11
9506.21,32.30.13
9506.29,32.30.13
9506.31,32.30.15
9506.32,32.30.15
9506.39,32.30.15
9506.4,32.30.15
9506.51,32.30.15
9506.59,32.30.15
9506.61,32.30.15
9506.62,32.30.15
9506.69,32.30.15
9506.7,32.30.11
9506.91,32.30.14
9506.99,32.30.15
9507.1,32.30.16
9507.2,32.30.16
9507.3,32.30.16
9507.9,32.30.16
9508.1,28.99.32
9508.9,28.99.32
9601.1,32.99.59
9601.9,32.99.59
9602,32.99.59
9603.1,32.91.11
9603.21,32.91.12
9603.29,32.91.12
9603.3,32.91.12
9603.4,32.91.19
9603.5,32.91.19
9603.9,32.91.11
9604,32.99.59
9605,15.12.12
9606.1,32.99.23
9606.21,32.99.23
9606.22,32.99.23
9606.29,32.99.23
9606.3,32.99.24
9607.11,32.99.23
9607.19,32.99.23
9607.2,32.99.24
9608.1,32.99.12
9608.2,32.99.12
9608.31,32.99.13
9608.39,32.99.13
9608.4,32.99.12
9608.5,32.99.14
9608.6,32.99.14
9608.91,32.99.14
9608.99,32.99.14
9609.1,32.99.15
9609.2,32.99.15
9609.9,32.99.15
9610,32.99.16
9611,32.99.16
9612.1,32.99.16
9612.2,32.99.16
9613.1,32.99.41
9613.2,32.99.41
9613.8,32.99.41
9613.9,32.99.42
9614,32.99.41
9615.11,22.29.29
9615.19,32.99.52
9615.9,32.99.52
9616.1,32.99.52
9616.2,13.99.19
9617,32.99.59
9618,32.99.59
9701.1,90.03.13
9701.9,90.03.13
9702,90.03.13
9703,90.03.13
9704,91.02.20
9705,91.02.20
9706,91.02.20
